숫자0부터 시작,시/도속성,지역속성,분류,가게명칭,위도,경도,주소,가게 전화,운영시간,예상 소요시간,사진폴더 이름,설명, #해시태그 5가지
S190530000207,1,2335,10000,충무공이야기,37.5721241,126.9760848,서울 종로구 세종로 81-3 세종이야기,02-399-1177,정보없음,50,012335_충무공이야기,죽기를 각오하고 싸우면 살 것이고 살려고 전투를 회피하면 죽을 것이다. 충무공 이순신 장군님을 배우고자 한다면 이곳이다.,박물관 체험관 궁궐 체험학습 나들이
S190530000208,1,1729,10000,최순우옛집,37.5928774,127.000363,서울 성북구 성북동 126-20,02-3675-3402,매일 10:00 - 16:00 / 일요일~월요일 휴무,40,011729_최순우옛집,혜곡 최순우 선생님게서 작고하실 때 까지 사시던 집이다. 시민들의 성금으로 매입하여 시민문화유산 제 1호로 지정되었다.,박물관 한옥 성곽길 소박한 힐링데이트
S190530000209,1,2407,10000,안중근의사기념관,37.5534738,126.9803909,서울 중구 남대문로5가 471-2 소월로91,02-3789-1016,"매일 10:00 - 18:00 하절기(3월~10월) / 매일 10:00 - 17:00 동절기(11월~2월) / 월요일,1월1일,명절 휴관",60,012407_안중근의사기념관,한국이 존재할 수 있게 해주신 분 중 한 분인 안중근 의사에 대해 깊이 알아볼 수 있는 곳이다. ,공원 박물관 산책로 조그마한 나들이
S190530000210,1,1108,10000,세종대왕기념관,37.590783,127.0435458,서울 동대문구 청량리동 산1-157,02-969-8851,매일 09:00 - 17:30 / 월요일 휴무,60,011108_세종대왕기념관,창의와 실용의 대명사 세종대왕에 대해 자세히 알 수 있는 곳이다.,전통혼례 수목 박물관 유물 산책
S190530000211,1,2135,10000,백범김구기념관,37.5442482,126.9591773,서울 용산구 효창동 255 백범기념관,02-799-3400,"매일 10:00 - 17:00 / 월요일, 1월1일, 설날, 추석 휴무",60,012135_백범김구기념관,백범 김구 선생님의 얼에 대해서 배워갈 수 있는 기념관이다.,박물관 공원 체험학습 재미있는 나들이
S190530000212,1,1506,10000,매헌윤봉길의사기념관,37.4706864,127.0355777,서울 서초구 양재동 236 양재시민의숲,02-578-3388,매일 10:00 - 16:30 / 월요일 09:00 - 18:00,50,011506_매헌윤봉길의사기념관,"윤봉길의 《명심보감》과 문방구류, 저서, 의거 당시의 소지품류, 건국훈장 등이 전시되어 있다. ",유적지 박물관 명심보감 웅장한 윤봉길
S190530000213,1,2025,10000,국회의사당국회헌정기념관,37.5310813,126.9165501,서울 영등포구 여의도동 1,정보없음,정보없음,50,012025_국회의사당국회헌정기념관,대한민국 임시정부의 입법기관인 임시의정원과 초대 제헌의회에 관련된 자료를 볼 수 있다.,임시정부 유적지 국회 역사 탐방
S190530000365,1,2335,10000,세종문화회관,37.5721241,126.9760848,서울 종로구 세종로 81-3,02-399-1114,정보없음,60,012335_세종문화회관,다양한 전시와 공연 등을 즐길 수 있는 복합문화시설이다.,뮤지컬 공연 콘서트 재미있는 휴식
S190530000382,1,2308,10000,KCDF 갤러리숍,37.5739994,126.9841489,서울 종로구 관훈동 182-2,02-733-9041,매일 10:00 - 19:00 / 연중무휴,30,012308_KCDF 갤러리숍,국내 장인들이 만든 공예품을 전시 및 판매하는 공간이다.,쇼핑 인테리어 공예 우아한 전통적인
S190530000383,1,1805,10000,한미사진미술관,37.5165711,127.1139577,서울 송파구 방이동 45 한미타워,02-418-1315,평일 10:00 - 19:00 / 토요일 11:00 - 18:30 / 일요일 휴무,30,011805_한미사진미술관,한국 근현대 사진작품을 전시하는 국내 최초 사진 전문 미술관이다.,미술관 사진 숨겨진 고혹적인 전시
S190530000384,1,2378,10000,토탈미술관,37.6122227,126.9756747,서울 종로구 평창동 465-16,02-379-7037,매일 11:00 - 18:00 / 월요일 휴무,30,012378_토탈미술관,국내외 현대미술작품 전시와 음악회 등을 함께 즐길 수 있는 곳이다.,미술관 공연 보드카 화려한 데이트
S190530000385,1,2335,10000,일민미술관,37.5698318,126.9776433,서울 종로구 세종로 139-8,02-2020-2050,"매일 11:00 - 19:00 / 월요일, 명절 당일 휴관",50,012335_일민미술관,"고려시대와 조선시대의 도자기와 서화, 근대기의 회화 등과 동아일보, 신동아, 여성동아에 실렸던 회화, 삽화 등 동아일보 소장품, 사회적 메시지가 담겨있는 현대미술작품을 전시하고 있다.",미술관 박물관 함박스테이크 화려한 전통적인
S190530000386,1,2132,10000,아모레퍼시픽미술관,37.528786,126.968395,서울 용산구 한강로2가 181,02-6040-2345,"매일 10:00 - 18:00 / 1월 1일, 명절 연휴 휴무",30,012132_아모레퍼시픽미술관,아모레퍼시픽 사옥에 위치한 미술관으로 다양한 미술작품이 전시되고 있다.,미술관 유물 잔디밭 화려한 산책
S190530000387,1,2322,10000,아르코미술관,37.5801905,127.0030805,서울 종로구 동숭동 1-130 한국문화예술진흥,02-760-4850,"매일 11:00 - 19:00 / 월요일 휴관, 신정, 구정, 추석, 성탄절당일 휴관",30,012322_아르코미술관,공공미술관으로 다양한 예술작품이 전시되고 있다.,미술관 비엔날레 전시편안한 휴식
S190530000388,1,2330,10000,석파정서울미술관,37.5948345,126.9632499,서울 종로구 부암동 201,0507-1446-0100,매일 10:00 - 18:00 / 월요일 휴무,50,012330_석파정서울미술관,쉽게 이해하고 접근할 수 있는 현대 미술 작품 전시가 자주 열리는 곳이다.,미술관 현대미술 갤러리 빈티지한 전시
S190530000389,1,2427,10000,서울시립미술관,37.5640253,126.9737793,서울 중구 서소문동 37 서울시립미술관,0507-1445-8804,"평일 10:00 - 20:00 / 주말 10:00 - 19:00 / 월요일, 1월 1일 휴관",50,012427_서울시립미술관,현대미술 작품들을 전시하고 있는 곳이다.,미술관 박물관 비엔날레 감각적인 단풍구경
S190530000390,1,2211,10000,사비나미술관,37.6301511,126.9293496,서울 은평구 진관동 9999-2,02-736-4371,매일 10:00 - 18:30 / 월요일 휴무,50,012211_사비나미술관,늘 새롭고 놀라운 예술과 타 분야의 융복합 기획전을 개최하고 있는 곳이다.,미술관 이색 전시 재미있는 사진찍기
S190530000391,1,1312,10000,러브뮤지엄,37.5534532,126.9216835,서울 마포구 서교동 357-1 서교프라자,02-3144-7740,매일 09:00 - 21:00,50,011312_러브뮤지엄,사랑과 성을 주제로 꾸며진 체험전시 공간이다.,트릭아트 박물관 미술관 재미있는 사진찍기
S190530000392,1,2134,10000,디뮤지엄,37.5371914,127.011437,서울 용산구 한남동 50-1 Replace한남 F동,070-5097-0020,"일요일~목요일 10:00 - 18:00 / 금요일, 토요일 10:00 - 20:00",50,012134_디뮤지엄,현대 사진과 일상 속 예술로 자리매김한 디자인의 창의적이고 다양한 개념과 형식을 소개하고 있는 곳이다.,미술관 박물관 전시 감각적인 데이트
S190530000393,1,2374,10000,대림미술관,37.577459,126.973341,서울 종로구 통의동 35-1 대림미술관,02-720-0667,"화요일, 수요일, 금요일 10:00 - 19:00 / 목요일, 토요일 10:00 - 20:00 / 월요일 휴무",50,012374_대림미술관,한국 최초의 사진 전문 미술관으로 출발하여 현재에는 사진뿐만 아니라 디자인을 포함한 다양한 분야의 전시를 소개하고 있다.,미술관 공연 전시 감각적인 비오는날
S190530000394,1,2378,10000,김종영미술관,37.613029,126.977523,서울 종로구 평창동 114-8,02-3217-6484,매일 10:00 - 18:00(동절기에는 17시까지) / 매주 월요일 휴관.,50,012378_김종영미술관,한국의 대표적인 조각전문미술관이다.,미술관 전시 박물관 화려한 조각미술관
S190530000395,1,2331,10000,금호미술관,37.5774224,126.9798857,서울 종로구 사간동 78,02-720-5114,매일 10:00 - 18:00 / 월요일 휴관,50,012331_금호미술관,2000년대 중반부터 컬렉션과 리서치를 바탕으로 디자인과 건축에 관한 전시 등을 기획하여 전시하고 있다.,미술관 박물관 건축 감각적인 전시
S190530000396,1,2336,10000,국립현대미술관 서울,37.5789578,126.9806941,서울 종로구 소격동 165,02-3701-9500,"일요일~목요일 10:00 - 18:00 / 금요일, 토요일 10:00 - 21:00 / 휴무 : 1월1일, 명절",50,012336_국립현대미술관 서울,동시대미술 작품을 전시하고 있는 곳이다.,미술관 현대미술 작품 몽환적인 전시
S190530000397,1,2454,10000,국립현대미술관 덕수궁,37.5658705,126.9750079,서울 중구 정동 5-1,02-2022-0600,수요일 10:00 - 21:00목요일 10:00 - 19:00금요일 10:00 - 19:00토요일 10:00 - 21:00일요일 10:00 - 19:00월요일 휴무1월 1일화요일 10:00 - 19:00,50,012454_국립현대미술관 덕수궁,덕수궁 안에 위치한 미술관으로 다양한 근대미술 작품을 감상할 수 있다.,미술관 궁궐 공연 고즈넉한 전시
S190530000405,1,2378,10000,화정박물관,37.604544,126.9659809,서울 종로구 평창동 273-1,02-2075-0114,"매일 10:00 - 18:00 / 월요일, 명절 연휴 휴관",60,012378_화정박물관,"한국·중국·티베트의 일반회화, 불교회화, 불교조각, 공예품 등 동양미술품들이 전시되고 있다.",박물관 동양미술 전시 미술관 유물
S190530000406,1,503,10000,호림박물관,37.4808747,126.91696,서울 관악구 신림동 1707 호림박물관,02-858-2500,"평일 10:00 - 17:00 / 주말,공휴일, 5월 1일, 월요일 휴무",60,010503_호림박물관,"청동기시대 고미술품을 비롯하여 삼국시대 ·통일신라시대 ·고려시대의 각종 토기, 조선시대의 백자 및 분청사기를 전시하고 있다.",박물관 미술관 유물 소박하고 연꽃
S190530000407,1,401,10000,허준박물관,37.567845,126.850956,서울 강서구 가양2동 26-5 허준박물관,02-3661-8686,"평일 10:00 - 18:00 / 주말 10:00 - 17:00 / 월요일, 1월1일, 명절 당일 휴관",60,010401_허준박물관,허준의 숭고한 인간애와 학문적 업적을 기리기 위하여 건립한 한국 최초의 한의학 전문박물관이다.,허준 박물관 한의학 재미있는 역사
S190530000408,1,1504,10000,한전아트센터 박물관,37.4856225,127.0280556,서울 서초구 서초동 1355,02-2105-8190,매일 10:00~18:00,60,011504_한전아트센터 박물관,"100년이 넘는 한국의 전기역사를 쉽게 설명해놓은 곳으로 전기관련 유물과 모형, 영상물 등을 전시하고 있다.",박물관 체험학습 유물 역사 전시
S190530000409,1,2366,10000,한양도성박물관,37.5728449,127.0084993,서울 종로구 종로6가 70,02-724-0243,"09:00 - 19:00 / 월요일, 1월1일 휴관",60,012366_한양도성박물관,조선시대부터 현재에 이르기까지 한양도성의 역사와 문화를 담은 박물관이다.,박물관 전시 문화유산 역사 유물
S190530000410,1,1805,10000,한성백제박물관,37.515419,127.1206369,서울 송파구 방이동 88-20 한성백제박물관,02-2152-5800,"평일 09:00 - 21:00 / 공휴일 및 주말 09:00 - 19:00 / 1월 1일, 월요일 휴무",60,011805_한성백제박물관,"백제의 수도였던 서울, 이 곳에서 출토된 백제의 유물 수만 여점을 전시하고 있는 곳이다.",박물관 체험학습 역사 유물 나들이
S190530000411,1,2405,10000,한국은행 화폐박물관,37.5615847,126.9809095,서울 중구 남대문로3가 110 한국은행,02-759-4881,"매일 10:00 - 17:00 / 월요일, 명절 연휴",60,012405_한국은행 화폐박물관,"한국은행이 보유하고 있는 국내외 진귀한 화폐 2만여 점과 화폐의 제조과정, 돈과 나라 경제 등에 관한 자료가 전시되어 있다.",박물관 체험학습 역사 재미있는 나들이
P190418000009,1,605,100000,반지만들기카페 건대점,37.5400397,127.0684433,서울특별시 광진구 자양동 7-13,02-497-8288,11:00 ~ 22:30,120,010605_반지만들기카페 건대점,"이색데이트, 서로에게 특별한 날에 세상에 단 하나뿐인 반지를 만들어 주고 싶을 때 추천한다.",이색 반지 단하나 카페 건대입구역
P190418000010,1,605,100000,심리카페멘토 건대점,37.5403379,127.0670693,서울특별시 광진구 자양동 9-3,02-467-5676,12:00 ~ 21:00,60,010605_심리카페멘토 건대점,다양한 심리검사를 통해 자신을 알아갈 수 있는 테마 카페이다.,성격분석 심리검사 멘토 관계 카페
P190418000011,1,607,100000,키랩보드게임카페,37.5424706,127.070717,서울특별시 광진구 화양동 11-7 ,070-8098-7300,13:00 ~ 24:00,60,010607_키랩보드게임카페,700여개의 보드게임과 음료와 맥주까지 준비되어 있는 보드게임 카페이다.,보드게임 맥주 음료 실내 VR
P190418000012,1,605,100000,미어캣족장,37.5401091,127.0674252,서울특별시 광진구 자양동 9-31,010-6850-0058,13:00 ~ 21:30(주말 12:00 ~ 22:00),60,010605_미어캣족장,"강아지, 고양이, 라쿤과 함께 미어캣도 있는 동물카페로, 입장료와 1인1음료를 주문해야한다.",고양이 미어캣 강아지 라쿤 동물카페
P190418000013,1,607,100000,룸메이트,37.5433626,127.0719699,서울특별시 광진구 화양동 3-22,070-4133-6006,12:00 ~ 24:00(주말 11:00 ~ 24:00),90,010607_룸메이트,건대에 있는 무제한 룸카페로 다양한 셀프바와 놀거리들이 준비되어 있다.,룸카페 실내 현금 아담 과자
P190418000014,1,605,100000,고양이다락방 건대점,37.539796,127.07006,서울특별시 광진구 자양4동 1-3,02-2205-3123,13:00 ~ 22:00,60,010605_고양이다락방 건대점,고양이와 함께 하는 카페로 함부로 만지지말고 이용하기전에 주의사항을 읽기를 부탁하고 있다.,고양이 카페 귀여움 다양함 인스타
P190418000015,1,607,100000,스위트룸카페,37.5414686,127.0681947,서울특별시 광진구 화양동 47-73,02-498-9541,12:00 ~ 24:00(주말 11:00 ~ 24:00),90,010607_스위트룸카페,"영화와 보드게임 , 다양한 먹거리, 음료 등이 구비되어 있는 룸카페이다.",룸카페 음료 영화 보드게임 건대입구
P190418000016,1,607,100000,화이트캐슬,37.5414065,127.068776,서울특별시 광진구 화양동 9-91,070-4259-6006,11:00 ~ 24:00,90,010607_화이트캐슬,"시간무제한, 먹거리무제한, TV, 영화 등을 볼 수 있는 룸카페이다.",룸카페 음료 영화 오래됨 건대입구
P190418000017,1,607,100000,허니룸카페,37.5412803,127.0680816,서울특별시 광진구 화양동 48-25,070-7799-0097,10:00 ~ 01:00,90,010607_허니룸카페,"룸이용+음료+케이크 이 모든 가격이 9000원인 룸카페로 보드게임, TV 등이 마련되어있다.",시간무제한 케이크 룸카페 음료 건대입구
P190418000018,1,605,100000,모두막 건대점,37.540574,127.0662799,서울특별시 광진구 자양동 10-35,02-6348-0434,11:00 ~ 23:00,90,010605_모두막 건대점,"보드게임, VR, 슬라임만들기(추가비용) 등 다양한 게임들이 준비되어 있다.",보드게임 슬라임 놀거리 실내 건대입구
P190418000019,1,602,100000,말랑말랑 레인보우 슬라임,37.5373373,127.0976724,서울특별시 광진구 구의동 631-1,010-9921-0195,13:00 ~ 20:00(주말 11:00 ~ 20:00),60,010602_말랑말랑 레인보우 슬라임,다양한 슬라임과 파츠들이 준비되어 있어 만지면서 힐링을 할 수 있는 카페이다.,슬라임 SET 다양한 파츠 힐링
P190418000020,1,607,100000,슬라임스토리 건대점,37.5431057,127.0705824,서울특별시 광진구 화양동 11-32,070-4699-0006,13:00 ~ 20:00(주말 11:00 ~ 20:00),60,010607_슬라임스토리 건대점,국내 최대 규모의 슬라임 파츠가 구비되어 있는 곳으로 다양한 슬라임들을 만들 수 있다.,슬라임 다양한 파츠 안전 건대입구
P190418000021,1,602,100000,꼬마마녀매직슬라임카페,37.5398369,127.0948552,서울특별시 광진구 구의동 199-18,02-446-7156,12:00 ~ 20:00(주말 10:00 ~ 20:00 / 월요일 휴무),60,010602_꼬마마녀매직슬라임카페,슬라임과 핸드폰케이스를 체험할 수 있으며 음료와 디져트까지 마련되어 있다.,슬라임 핸드폰케이스 카페 디져트 포장
P190418000022,1,605,100000,다트프린스 건대점,37.5398366,127.0698908,서울특별시 광진구 자양동 1-3,070-4617-1451,13:00 ~ 05:00(일 13:00 ~ 02:00),60,010605_다트프린스 건대점,다트와 맥주를 즐길 수 있는 곳으로 다트에 관련된 다양한 용품들도 구비되어 있다.,다트 간단한 맥주 이색 건대입구
P190418000025,1,605,100000,슬코 젤리몬스터 뚝섬유원지점,37.5325759,127.0679308,서울특별시 광진구 자양동 855,070-7766-0195,13:00 ~ 20:00(주말 11:00 ~ 20:00),60,010605_슬코 젤리몬스터 뚝섬유원지점,다양한 슬라임들을 만지고 체험할 수 있는 곳이다.,슬라임 파츠 귀여움 힐링 뚝섬유원지
P190418000028,1,607,100000,미스터힐링 건대점,37.5409785,127.0708351,서울특별시 광진구 화양동 5-106,02-2688-4877,10:00 ~ 23:00,60,010607_미스터힐링 건대점,삶에 지친 현대인들에게 피로와 휴식을 취할 수 있는 힐링공간이다.,마사지 산소존 음료 힐링 휴식
P190418000029,1,605,100000,넥스트에디션 건대1호점,37.5414539,127.0648612,서울특별시 광진구 자양동 17-5,050-7417-6000,10:30 ~ 24:00,90,010605_넥스트에디션 건대1호점,"방탈출카페로, 이불밖은 위험해, 몬스터 등 다양한 게임이 준비되어 있다.",방탈출 이색 실내 방안에서 건대입구
P190418000035,1,604,100000,서울어린이대공원 놀이동산,37.5506984,127.083851,서울특별시 광진구 능동 18,02-454-4442,10:00 ~ 17:00(주말 10:00 ~ 18:00),120,010604_서울어린이대공원 놀이동산,"서울어린이대공원에 있는 놀이동산으로 롤러코스터, 회전목마 등이 구비되어 있다.",놀이동산 회전목마 바이킹 자이로드롭 세종대
P190418000039,1,605,100000,우리유황온천,37.5308466,127.0840435,서울특별시 광진구 자양동 663-21,02-3436-0005,05:30 ~ 22:00,60,010605_우리유황온천,도심 속에서 온천욕을 즐길 수 있는 힐링 공간이다.,힐링 온천욕 도심속 유황 구의역
P190418000040,1,601,100000,워커힐 호텔 캠핑 인 더 시티,37.5574837,127.1099033,서울특별시 광진구 광장동 22-1,02-455-5000,10:30 ~ 21:30(Break time 14:30 ~ 17:30),60,010601_워커힐 호텔 캠핑 인 더 시티,한강과 아차산의 조망을 최고급 식자재와 캠핑 장비를 활용하여 이색적인 낭만을 즐길 수 있다.,도심속 캠핑 한강 아차산 고급진
P190418000042,1,605,100000,뚝섬한강공원수영장,37.5295956,127.0670493,서울특별시 광진구 자양동 112,02-452-5955,09:00 ~ 17:00(시즌한정),60,010605_뚝섬한강공원수영장,뚝섬한강공원에 있는 야외수영장이다.,뚝섬 수영장 시원함 산책 뚝섬유원지역
P190418000075,1,607,100000,플레이독스,37.5467334,127.0734886,서울특별시 광진구 화양동 94-61,02-497-5789,13:00 ~ 22:30(주말 12:00 ~ 22:30),90,010607_플레이독스,"다양한 고양이와 강아지들 사이에서 즐기는 보드게임이란, 동물들에게 눈을 뗄 수 없는 곳이다.",강아지 고양이 애견카페 보드게임 어린이대공원역
P190418000081,1,607,100000,히어로보드게임카페 건대1호점,37.5410367,127.0682748,서울특별시 광진구 화양동 7-4,02-466-1203,13:00 ~ 24:00(금*토요일 13:00 ~ 01:00),60,010607_히어로보드게임카페 건대1호점,"다양한 보드게임과 포커게임, 포켓볼, 다트 등 온갖 놀거리가 마련되어 있다.",보드게임 다트 포켓볼 오락기 건대입구
P190418000103,1,607,100000,보드스토리 건대점,37.5407126,127.0697906,서울특별시 광진구 화양동 7-9,02-465-7770,13:00 ~ 23:30,60,010607_보드스토리 건대점,다양한 보드게임이 준비되어 있으며 직원이 직접 게임을 설명해준다.,보드게임 친절 음료 실내 건대입구
S190530000205,1,1318,100000,힐링필링협동조합,37.5611056,126.9217679,서울 마포구 연남동 566-38,0507-1415-2226,평일 11:00 - 22:00 / 토요일 11:00 - 22:00 / 예약필수,150,011318_힐링필링협동조합,금속공예 및 다양한 공예를 볼 수 있고 체험도 가능하며 예약은 필수이다.,공방카페 힐링 이색 나만의 공예품
S190530000206,1,1312,100000,온링유,37.554214,126.9224082,서울 마포구 서교동 365-2,010-3212-3170,정보없음,40,011312_온링유,"홍대에 있는 이니셜, 우정, 커플링 등 자신만의 반지를 만들 수 있는 곳이다.",이니셜 반지 우정 커플 홍대입구
S190530000256,1,604,100000,어린이회관눈썰매장,37.5465004,127.078806,서울 광진구 능동 18-11,0507-1403-6378,매일 10:00 - 17:00(겨울만 운영),60,010604_어린이회관눈썰매장,도심 한 가운데서 눈썰매를 탈 수 있고 빙어낚시를 할 수 있고 마짐가으로 짚 트롤러까지 즐길 수 있는 곳은 바로 이곳 뿐이다.,빙어낚시 눈썰매장 도심속 공원 어린이대공원역
S190530000261,1,1322,100000,올라이트,37.5539312,126.9322393,서울 마포구 창전동 2-34,정보없음,"월요일, 금요일, 토요일 13:00 - 18:00",40,011322_올라이트,문방구가 아니라 문구숍이다. 정성스럽게 직접 만든 문구들이 아기자기하게 모여있는곳이다.,문구숍 다이어리 기록 유니크한 이색데이트
S190530000262,1,2125,100000,Beleben,37.5384272,126.9654442,서울 용산구 이태원동 224-66,02-797-8303 ,평일 11:30~22:00 / 주말 11:00~24:00 / 월요일 휴무,50,012125_Beleben,"이태원 경리단길에 위치해 있으며 카페, 전시공간, 미팅 공간 등 다목적 공간으로 활용되는 곳이다.",카페 경리단길 도서전시 다양한 이색데이트
S190530000263,1,2017,100000,프레센트,37.5394154,126.8943329,서울 영등포구 양평동5가 92 104동 105호,02-2679-1414,월요일 15:00 - 20:00 / 화요일~목요일 12:00 - 22:00 / 금요일~일요일 12:00 - 20:00,30,012017_프레센트,단순히 책만 파는 서점이 아니라 조향사인 주인분께서 책에서 영감을 얻어 만드는 향기와 책을 소개해 주는 곳이다.,독립서점 선유도역 조향사 유니크한 이색데이트
S190530000264,1,2115,100000,철든책방,37.5447861,126.9848996,서울 용산구 용산동2가 1-92,정보없음,정보없음,30,012115_철든책방,재미있는 걸 참 좋아하는 사람 노홍철이 운영하는 독립서점이다. 영업시간은 인스타에 공지하니 미리 참고하길 바란다.,서점 해방촌 연예인 재미있는 핫플레이스
S190530000265,1,1410,100000,유어마인드,37.5683431,126.9303007,서울 서대문구 연희동 132-32 2층 우측,070-8821-8990,매일 13:00 - 20:00 추석/설 휴무화요일 휴무,30,011410_유어마인드,따스한 봄날에 한번쯤 생각나는 카페에서의 독서는 바로 이곳 유어마인드가 제격이다.,서점 연희동 편집샵 감각적 카페데이트
S190530000266,1,2115,100000,스토리지북앤필름,37.5446896,126.9831096,서울 용산구 용산동2가 1-701,070-5103-9975,매일 13:00 - 19:00,30,012115_스토리지북앤필름,독립서점 답게 비좁지만 따스하게 맞아주시는 주인분과 함께 책을 고를 때면 너무나도 행복한 곳이다.,서점 해방촌 시장 나들이 서점데이트
S190530000267,1,1318,100000,서점 리스본,37.5641381,126.9227146,서울 마포구 연남동 250-5,070-4233-3905,매일 13:00 - 19:00 / 수요일 휴무,30,011318_서점 리스본,정현주 라디오 작가가 운영하며 반려동물 동반도 가능한 연남동 독립서점이다. 책과 맥주를 함께할 수 있는 곳이다.,서점 연남동 책맥서점 따뜻한 서점
S190530000268,1,502,100000,살롱드북,37.480356,126.9569607,서울 관악구 봉천동 1670-5 태주빌라 1층,0507-1406-2466,매일 14:00 - 24:00 / 일요일 휴무,30,010502_살롱드북,심야식당은 들어봤어도 심야서점은 들어본 적이 없을 것이다. 술 한 잔 기울이며 책을 읽을 수 있는 곳이다.,서점 서울대입구역 책맥서점 느낌있는 심야데이트
S190530000269,1,2374,100000,더북소사이어티,37.5792721,126.9726788,서울 종로구 통의동 13 2층,070-8621-5676,화요일~목요일 13:00 - 20:00 / 금요일 13:00 - 20:00 / 주말 13:00 - 19:00 / 월요일 휴무,30,012374_더북소사이어티,독립서점 중에 꽤나 규모가 있는 곳이다. 좋은 공간에서 좋은 책을 보고 싶다면 더북소사이어티에 들르면 된다.,서점 서촌 감성서점 감각적인 서점데이트
S190530000270,1,2439,100000,노말에이,37.5664648,126.9913802,서울 중구 을지로3가 65-25 2층,070-4681-5858,"화요일~금요일 12:00 - 20:00 / 토요일 13:00 - 20:00 / 월요일, 일요일, 공휴일 휴무",30,012439_노말에이,독립서점이면서 독립출판을 할 수 있는 곳이다. 을지로 감성을 느끼고 싶다면 먼저 들러야 할 곳이다.,서점 을지로 독립출판 위트있는 서점데이트
S190530000271,1,502,100000,관객의 취향,37.483811,126.9464424,서울 관악구 봉천동 910-41 2층,070-8818-2046,"화요일, 목요일 19:00 - 23:00 / 수요일, 금요일 14:00 - 23:00 / 주말 12:00 - 22:00 / 월요일 휴무",30,010502_관객의 취향,영화와 책 그리고 먹고 마실 것을 제공하는 서점이다. 이름에 걸맞게 사람들의 취향을 저격하는 곳이다.,서점 봉천동 영화 책 이색데이트
P190418000023,1,607,1000000,일층은주몽이,37.5435098,127.0661942,서울특별시 광진구 화양동 47-41,070-8778-1347,"정보없음(월요일, 일요일 휴무)",60,010607_일층은주몽이,"독립서점이자 애견까지 있는 카페로, 주몽이는 강아지 이름이다.",강아지 서점 카페 주몽이 건대입구
P190418000024,1,602,1000000,공간 책바람,37.5381006,127.0966199,서울특별시 광진구 구의동 611,02-457-1777,09:30 ~ 21:00(일요일 휴무),90,010602_공간 책바람,"스터디, 독서 모임하기에 좋으며 세미나*모임룸 대여가 가능하며 음료와 같이 교양을 쌓기 좋은 곳이다.",세미나 모임 독서 스터디 공부
P190418000026,1,606,1000000,윤지플라워카페,37.5530992,127.0898996,서울특별시 광진구 중곡동 115-16,02-446-0610,11:00 ~ 23:00,60,010606_윤지플라워카페,카페라기보다는 정원속에 들어온 느낌을 주는 곳으로 꽃들도 구매를 할 수 있다.,꽃 생화 선물 음료 정원
P190418000027,1,602,1000000,데이아웃 트레블카페,37.5385379,127.0835612,서울특별시 광진구 구의동 252-109,02-755-1179,08:00 ~ 24:00,60,010602_데이아웃 트레블카페,"대관할 수 있는 카페, 낮술이 가능한 카페, 다양한 게임을 즐길 수 있는 카페이다.",보드게임 다트 대여 카페 술
P190418000069,1,607,1000000,키라쿠,37.5423344,127.0701303,서울특별시 광진구 화양동 8-58,070-8245-2105,"17:30 ~ 02:00(금,토요일 17:30 ~ 03:00 / 월요일 휴무)",90,010607_키라쿠,건대에 있는 조용한 이자카야 술집으로 모두 수작으로 만든다고 한다.,찹스테이크 숙주볶음 이자카야 조용한 건대입구
P190418000071,1,607,1000000,하늘물고기,37.54152,127.0693494,서울특별시 광진구 화양동 9-19,02-466-4925,18:00 ~ 02:00,90,010607_하늘물고기,인도식 술집으로 좌식으로 되어 있어서 편안한 분위기 속에서 술을 마실 수 있다.,인도식 좌식 칵테일 와인 건대입구
P190418000072,1,607,1000000,몽블랙,37.5422151,127.0696282,서울특별시 광진구 화양동 9-76,02-461-4019,18:00 ~ 05:00,90,010607_몽블랙,"인도풍좌식카페로 다양한 칵테일, 와인, 맥주등을 판매한다.",인도식 좌식 칵테일 와인 물담배
P190418000077,1,603,1000000,바나나토크,37.5512793,127.0761214,서울특별시 광진구 군자동 249,02-467-3370,11:00 ~23:00,40,010603_바나나토크,"먹으면서 토크, 마시면서 토크, 카페 같으나 식사도 다양하게 준비되어 있다.",브런치 카페 파스타 소금커피 군자역
P190418000078,1,607,1000000,시아와세,37.5428561,127.0708163,서울특별시 광진구 화양동 11-2,02-463-7001,16:30 ~ 04:00,70,010607_시아와세,"이자카야 술집으로 다양한 칵테일, 소주 사케 등을 판매하며 일본식 안주들이 마련되어 있다.",일본식 이자카야 사케 술집 건대
P190418000092,1,603,1000000,에이밀,37.5566059,127.0783793,서울특별시 광진구 군자동 476-18,02-466-7622,11:00 ~ 21:00,40,010603_에이밀,"커피와 티, 디져트, 브런치를 판매하는 카페이자 도자기도 만들 수 있는 이색적인 경험을 할 수 있는 곳이다.",도자기 커피 디져트 이색 군자역
P190418000093,1,605,1000000,랭스터디카페,37.5390251,127.0691292,서울특별시 광진구 자양동 5-55,02-498-7101,09:00 ~ 02:00,120,010605_랭스터디카페,"공부, 회의, 미팅 하기에 장소이다.",공부 세미나 회의 카페 어린이대공원역
P190418000105,1,602,1000000,안다즈커피,37.5503218,127.0895022,서울특별시 광진구 구의동 75-26,010-6839-4277,08:00 ~ 22:30(마지막주 월요일 휴무),40,010602_안다즈커피,"분위기 좋은 감성카페로 테라스도 있으며, 다양한 음료와 디져트를 판다.",테라스 감성 맥주 디져트 커피
